"AcceptedSenders","AllowExternalSenders","AppRoleAssignments","AssignedLabels","AssignedLicenses","AutoSubscribeNewMembers","Calendar","CalendarView","Classification","Conversations","CreatedDateTime","CreatedOnBehalfOf","DeletedDateTime","Description","DisplayName","Drive","Drives","Events","ExpirationDateTime","Extensions","GroupLifecyclePolicies","GroupTypes","HasMembersWithLicenseErrors","HideFromAddressLists","HideFromOutlookClients","Id","IsArchived","IsAssignableToRole","IsManagementRestricted","IsSubscribedByMail","LicenseProcessingState","Mail","MailEnabled","MailNickname","MemberOf","Members","MembersWithLicenseErrors","MembershipRule","MembershipRuleProcessingState","OnPremisesDomainName","OnPremisesLastSyncDateTime","OnPremisesNetBiosName","OnPremisesProvisioningErrors","OnPremisesSamAccountName","OnPremisesSecurityIdentifier","OnPremisesSyncBehavior","OnPremisesSyncEnabled","Onenote","Owners","PermissionGrants","Photo","Photos","Planner","PreferredDataLocation","PreferredLanguage","ProxyAddresses","RejectedSenders","RenewedDateTime","ResourceBehaviorOptions","ResourceProvisioningOptions","SecurityEnabled","SecurityIdentifier","ServiceProvisioningErrors","Settings","Sites","Team","Theme","Threads","TransitiveMemberOf","TransitiveMembers","UniqueName","UnseenCount","Visibility","WelcomeMessageEnabled","AdditionalProperties"
,,,,,,"Microsoft.Graph.PowerShell.Models.MicrosoftGraphCalendar",,,,"3/26/2026 1:33:12 PM","Microsoft.Graph.PowerShell.Models.MicrosoftGraphDirectoryObject",,,"DistroGroup","Microsoft.Graph.PowerShell.Models.MicrosoftGraphDrive",,,,,,"System.String[]",,,,"54e7173e-66cd-4975-9279-915b39f20eac",,,,,"Microsoft.Graph.PowerShell.Models.MicrosoftGraphLicenseProcessingState","DistroGroup@xkdk1.onmicrosoft.com","True",,,,,,,,,,,,,"Microsoft.Graph.PowerShell.Models.MicrosoftGraphOnPremisesSyncBehavior",,"Microsoft.Graph.PowerShell.Models.MicrosoftGraphOnenote",,,"Microsoft.Graph.PowerShell.Models.MicrosoftGraphProfilePhoto",,"Microsoft.Graph.PowerShell.Models.MicrosoftGraphPlannerGroup",,,,,,,,"False",,,,,"Microsoft.Graph.PowerShell.Models.MicrosoftGraphTeam",,,,,,,,,"System.Collections.Generic.Dictionary`2[System.String,System.Object]"
,,,,,,"Microsoft.Graph.PowerShell.Models.MicrosoftGraphCalendar",,,,"2/4/2026 6:23:31 PM","Microsoft.Graph.PowerShell.Models.MicrosoftGraphDirectoryObject",,,"GRP-Engineering-Computers","Microsoft.Graph.PowerShell.Models.MicrosoftGraphDrive",,,,,,"System.String[]",,,,"5507e266-f7bf-40ac-ab6d-062d62bd9f07",,,,,"Microsoft.Graph.PowerShell.Models.MicrosoftGraphLicenseProcessingState",,"False",,,,,,,,,,,,,"Microsoft.Graph.PowerShell.Models.MicrosoftGraphOnPremisesSyncBehavior",,"Microsoft.Graph.PowerShell.Models.MicrosoftGraphOnenote",,,"Microsoft.Graph.PowerShell.Models.MicrosoftGraphProfilePhoto",,"Microsoft.Graph.PowerShell.Models.MicrosoftGraphPlannerGroup",,,,,,,,"True",,,,,"Microsoft.Graph.PowerShell.Models.MicrosoftGraphTeam",,,,,,,,,"System.Collections.Generic.Dictionary`2[System.String,System.Object]"
,,,,,,"Microsoft.Graph.PowerShell.Models.MicrosoftGraphCalendar",,,,"2/9/2026 5:20:59 PM","Microsoft.Graph.PowerShell.Models.MicrosoftGraphDirectoryObject",,,"GRP-Global-Distribution","Microsoft.Graph.PowerShell.Models.MicrosoftGraphDrive",,,,,,"System.String[]",,,,"5d61131a-4f24-428f-a862-55e9ced0ed03",,,,,"Microsoft.Graph.PowerShell.Models.MicrosoftGraphLicenseProcessingState",,"False",,,,,,,,,,,,,"Microsoft.Graph.PowerShell.Models.MicrosoftGraphOnPremisesSyncBehavior",,"Microsoft.Graph.PowerShell.Models.MicrosoftGraphOnenote",,,"Microsoft.Graph.PowerShell.Models.MicrosoftGraphProfilePhoto",,"Microsoft.Graph.PowerShell.Models.MicrosoftGraphPlannerGroup",,,,,,,,"True",,,,,"Microsoft.Graph.PowerShell.Models.MicrosoftGraphTeam",,,,,,,,,"System.Collections.Generic.Dictionary`2[System.String,System.Object]"
,,,,,,"Microsoft.Graph.PowerShell.Models.MicrosoftGraphCalendar",,,,"2/4/2026 6:23:31 PM","Microsoft.Graph.PowerShell.Models.MicrosoftGraphDirectoryObject",,,"GRP-Operations-Computers","Microsoft.Graph.PowerShell.Models.MicrosoftGraphDrive",,,,,,"System.String[]",,,,"714167d7-0243-41a2-aa30-7f15ca8834c7",,,,,"Microsoft.Graph.PowerShell.Models.MicrosoftGraphLicenseProcessingState",,"False",,,,,,,,,,,,,"Microsoft.Graph.PowerShell.Models.MicrosoftGraphOnPremisesSyncBehavior",,"Microsoft.Graph.PowerShell.Models.MicrosoftGraphOnenote",,,"Microsoft.Graph.PowerShell.Models.MicrosoftGraphProfilePhoto",,"Microsoft.Graph.PowerShell.Models.MicrosoftGraphPlannerGroup",,,,,,,,"True",,,,,"Microsoft.Graph.PowerShell.Models.MicrosoftGraphTeam",,,,,,,,,"System.Collections.Generic.Dictionary`2[System.String,System.Object]"
,,,,,,"Microsoft.Graph.PowerShell.Models.MicrosoftGraphCalendar",,,,"6/1/2026 3:02:40 PM","Microsoft.Graph.PowerShell.Models.MicrosoftGraphDirectoryObject",,,"MailEnabled-SecurityGroup","Microsoft.Graph.PowerShell.Models.MicrosoftGraphDrive",,,,,,"System.String[]",,,,"7315f583-1de2-4847-8a55-50ea35f7d7e7",,,,,"Microsoft.Graph.PowerShell.Models.MicrosoftGraphLicenseProcessingState","MailEnabled-SecurityGroup@xkdk1.onmicrosoft.com","True",,,,,,,,,,,,,"Microsoft.Graph.PowerShell.Models.MicrosoftGraphOnPremisesSyncBehavior",,"Microsoft.Graph.PowerShell.Models.MicrosoftGraphOnenote",,,"Microsoft.Graph.PowerShell.Models.MicrosoftGraphProfilePhoto",,"Microsoft.Graph.PowerShell.Models.MicrosoftGraphPlannerGroup",,,,,,,,"True",,,,,"Microsoft.Graph.PowerShell.Models.MicrosoftGraphTeam",,,,,,,,,"System.Collections.Generic.Dictionary`2[System.String,System.Object]"
,,,,,,"Microsoft.Graph.PowerShell.Models.MicrosoftGraphCalendar",,,,"3/19/2026 2:49:16 AM","Microsoft.Graph.PowerShell.Models.MicrosoftGraphDirectoryObject",,,"EntraM365Grp","Microsoft.Graph.PowerShell.Models.MicrosoftGraphDrive",,,,,,"System.String[]",,,,"86772565-ecbd-4baf-949e-32dd48697227",,,,,"Microsoft.Graph.PowerShell.Models.MicrosoftGraphLicenseProcessingState","EntraM365Grp@xkdk1.onmicrosoft.com","True",,,,,,,,,,,,,"Microsoft.Graph.PowerShell.Models.MicrosoftGraphOnPremisesSyncBehavior",,"Microsoft.Graph.PowerShell.Models.MicrosoftGraphOnenote",,,"Microsoft.Graph.PowerShell.Models.MicrosoftGraphProfilePhoto",,"Microsoft.Graph.PowerShell.Models.MicrosoftGraphPlannerGroup",,,,,,,,"True",,,,,"Microsoft.Graph.PowerShell.Models.MicrosoftGraphTeam",,,,,,,"Private",,"System.Collections.Generic.Dictionary`2[System.String,System.Object]"
,,,,,,"Microsoft.Graph.PowerShell.Models.MicrosoftGraphCalendar",,,,"3/27/2026 5:09:00 PM","Microsoft.Graph.PowerShell.Models.MicrosoftGraphDirectoryObject",,,"IT_Group1","Microsoft.Graph.PowerShell.Models.MicrosoftGraphDrive",,,,,,"System.String[]",,,,"8ff2be5a-cbc5-4dc8-8d02-469cddf2b967",,,,,"Microsoft.Graph.PowerShell.Models.MicrosoftGraphLicenseProcessingState",,"False",,,,,,,,,,,,,"Microsoft.Graph.PowerShell.Models.MicrosoftGraphOnPremisesSyncBehavior",,"Microsoft.Graph.PowerShell.Models.MicrosoftGraphOnenote",,,"Microsoft.Graph.PowerShell.Models.MicrosoftGraphProfilePhoto",,"Microsoft.Graph.PowerShell.Models.MicrosoftGraphPlannerGroup",,,,,,,,"True",,,,,"Microsoft.Graph.PowerShell.Models.MicrosoftGraphTeam",,,,,,,,,"System.Collections.Generic.Dictionary`2[System.String,System.Object]"
,,,,,,"Microsoft.Graph.PowerShell.Models.MicrosoftGraphCalendar",,,,"3/19/2026 2:48:23 AM","Microsoft.Graph.PowerShell.Models.MicrosoftGraphDirectoryObject",,,"EntraSecGrp","Microsoft.Graph.PowerShell.Models.MicrosoftGraphDrive",,,,,,"System.String[]",,,,"93db1ecf-6c12-4dc7-b5df-db1a8e903e05",,,,,"Microsoft.Graph.PowerShell.Models.MicrosoftGraphLicenseProcessingState",,"False",,,,,,,,,,,,,"Microsoft.Graph.PowerShell.Models.MicrosoftGraphOnPremisesSyncBehavior",,"Microsoft.Graph.PowerShell.Models.MicrosoftGraphOnenote",,,"Microsoft.Graph.PowerShell.Models.MicrosoftGraphProfilePhoto",,"Microsoft.Graph.PowerShell.Models.MicrosoftGraphPlannerGroup",,,,,,,,"True",,,,,"Microsoft.Graph.PowerShell.Models.MicrosoftGraphTeam",,,,,,,"Private",,"System.Collections.Generic.Dictionary`2[System.String,System.Object]"
,,,,,,"Microsoft.Graph.PowerShell.Models.MicrosoftGraphCalendar",,,,"2/4/2026 6:23:31 PM","Microsoft.Graph.PowerShell.Models.MicrosoftGraphDirectoryObject",,,"GRP-IT-Computers","Microsoft.Graph.PowerShell.Models.MicrosoftGraphDrive",,,,,,"System.String[]",,,,"9ec25bf1-643d-4ffe-b3ef-2d483509c3f0",,,,,"Microsoft.Graph.PowerShell.Models.MicrosoftGraphLicenseProcessingState",,"False",,,,,,,,,,,,,"Microsoft.Graph.PowerShell.Models.MicrosoftGraphOnPremisesSyncBehavior",,"Microsoft.Graph.PowerShell.Models.MicrosoftGraphOnenote",,,"Microsoft.Graph.PowerShell.Models.MicrosoftGraphProfilePhoto",,"Microsoft.Graph.PowerShell.Models.MicrosoftGraphPlannerGroup",,,,,,,,"True",,,,,"Microsoft.Graph.PowerShell.Models.MicrosoftGraphTeam",,,,,,,,,"System.Collections.Generic.Dictionary`2[System.String,System.Object]"
,,,,,,"Microsoft.Graph.PowerShell.Models.MicrosoftGraphCalendar",,,,"2/4/2026 6:23:31 PM","Microsoft.Graph.PowerShell.Models.MicrosoftGraphDirectoryObject",,,"GRP-Operations-Users","Microsoft.Graph.PowerShell.Models.MicrosoftGraphDrive",,,,,,"System.String[]",,,,"ac2d5dea-fdc5-4bae-8fe4-d840d4a3b2f3",,,,,"Microsoft.Graph.PowerShell.Models.MicrosoftGraphLicenseProcessingState",,"False",,,,,,,,,,,,,"Microsoft.Graph.PowerShell.Models.MicrosoftGraphOnPremisesSyncBehavior",,"Microsoft.Graph.PowerShell.Models.MicrosoftGraphOnenote",,,"Microsoft.Graph.PowerShell.Models.MicrosoftGraphProfilePhoto",,"Microsoft.Graph.PowerShell.Models.MicrosoftGraphPlannerGroup",,,,,,,,"True",,,,,"Microsoft.Graph.PowerShell.Models.MicrosoftGraphTeam",,,,,,,,,"System.Collections.Generic.Dictionary`2[System.String,System.Object]"
,,,,,,"Microsoft.Graph.PowerShell.Models.MicrosoftGraphCalendar",,,,"4/29/2026 5:23:57 PM","Microsoft.Graph.PowerShell.Models.MicrosoftGraphDirectoryObject",,,"Team1","Microsoft.Graph.PowerShell.Models.MicrosoftGraphDrive",,,,,,"System.String[]",,,,"ac77c52e-6ab5-435f-96bf-445c0b8db98d",,,,,"Microsoft.Graph.PowerShell.Models.MicrosoftGraphLicenseProcessingState","Team1@xkdk1.onmicrosoft.com","True",,,,,,,,,,,,,"Microsoft.Graph.PowerShell.Models.MicrosoftGraphOnPremisesSyncBehavior",,"Microsoft.Graph.PowerShell.Models.MicrosoftGraphOnenote",,,"Microsoft.Graph.PowerShell.Models.MicrosoftGraphProfilePhoto",,"Microsoft.Graph.PowerShell.Models.MicrosoftGraphPlannerGroup",,,,,,,,"False",,,,,"Microsoft.Graph.PowerShell.Models.MicrosoftGraphTeam",,,,,,,"Private",,"System.Collections.Generic.Dictionary`2[System.String,System.Object]"
,,,,,,"Microsoft.Graph.PowerShell.Models.MicrosoftGraphCalendar",,,,"2/9/2026 5:20:59 PM","Microsoft.Graph.PowerShell.Models.MicrosoftGraphDirectoryObject",,,"GRP-Global-Security","Microsoft.Graph.PowerShell.Models.MicrosoftGraphDrive",,,,,,"System.String[]",,,,"bd4daf86-00b5-445a-9a00-928c0dd863ef",,,,,"Microsoft.Graph.PowerShell.Models.MicrosoftGraphLicenseProcessingState",,"False",,,,,,,,,,,,,"Microsoft.Graph.PowerShell.Models.MicrosoftGraphOnPremisesSyncBehavior",,"Microsoft.Graph.PowerShell.Models.MicrosoftGraphOnenote",,,"Microsoft.Graph.PowerShell.Models.MicrosoftGraphProfilePhoto",,"Microsoft.Graph.PowerShell.Models.MicrosoftGraphPlannerGroup",,,,,,,,"True",,,,,"Microsoft.Graph.PowerShell.Models.MicrosoftGraphTeam",,,,,,,,,"System.Collections.Generic.Dictionary`2[System.String,System.Object]"
,,,,,,"Microsoft.Graph.PowerShell.Models.MicrosoftGraphCalendar",,,,"2/9/2026 5:20:59 PM","Microsoft.Graph.PowerShell.Models.MicrosoftGraphDirectoryObject",,,"GRP-Universal-Security","Microsoft.Graph.PowerShell.Models.MicrosoftGraphDrive",,,,,,"System.String[]",,,,"bfe7bee7-94ec-4df0-a0c7-fa5e0624e6ff",,,,,"Microsoft.Graph.PowerShell.Models.MicrosoftGraphLicenseProcessingState",,"False",,,,,,,,,,,,,"Microsoft.Graph.PowerShell.Models.MicrosoftGraphOnPremisesSyncBehavior",,"Microsoft.Graph.PowerShell.Models.MicrosoftGraphOnenote",,,"Microsoft.Graph.PowerShell.Models.MicrosoftGraphProfilePhoto",,"Microsoft.Graph.PowerShell.Models.MicrosoftGraphPlannerGroup",,,,,,,,"True",,,,,"Microsoft.Graph.PowerShell.Models.MicrosoftGraphTeam",,,,,,,,,"System.Collections.Generic.Dictionary`2[System.String,System.Object]"
,,,,,,"Microsoft.Graph.PowerShell.Models.MicrosoftGraphCalendar",,,,"2/4/2026 6:23:31 PM","Microsoft.Graph.PowerShell.Models.MicrosoftGraphDirectoryObject",,,"GRP-Engineering-Users","Microsoft.Graph.PowerShell.Models.MicrosoftGraphDrive",,,,,,"System.String[]",,,,"c11779e0-2c5d-4038-a121-598ba283a9e5",,,,,"Microsoft.Graph.PowerShell.Models.MicrosoftGraphLicenseProcessingState",,"False",,,,,,,,,,,,,"Microsoft.Graph.PowerShell.Models.MicrosoftGraphOnPremisesSyncBehavior",,"Microsoft.Graph.PowerShell.Models.MicrosoftGraphOnenote",,,"Microsoft.Graph.PowerShell.Models.MicrosoftGraphProfilePhoto",,"Microsoft.Graph.PowerShell.Models.MicrosoftGraphPlannerGroup",,,,,,,,"True",,,,,"Microsoft.Graph.PowerShell.Models.MicrosoftGraphTeam",,,,,,,,,"System.Collections.Generic.Dictionary`2[System.String,System.Object]"
,,,,,,"Microsoft.Graph.PowerShell.Models.MicrosoftGraphCalendar",,,,"2/4/2026 6:23:31 PM","Microsoft.Graph.PowerShell.Models.MicrosoftGraphDirectoryObject",,,"GRP-HR-Computers","Microsoft.Graph.PowerShell.Models.MicrosoftGraphDrive",,,,,,"System.String[]",,,,"c6449056-1a6b-4d4e-a776-5f22bad581e8",,,,,"Microsoft.Graph.PowerShell.Models.MicrosoftGraphLicenseProcessingState",,"False",,,,,,,,,,,,,"Microsoft.Graph.PowerShell.Models.MicrosoftGraphOnPremisesSyncBehavior",,"Microsoft.Graph.PowerShell.Models.MicrosoftGraphOnenote",,,"Microsoft.Graph.PowerShell.Models.MicrosoftGraphProfilePhoto",,"Microsoft.Graph.PowerShell.Models.MicrosoftGraphPlannerGroup",,,,,,,,"True",,,,,"Microsoft.Graph.PowerShell.Models.MicrosoftGraphTeam",,,,,,,,,"System.Collections.Generic.Dictionary`2[System.String,System.Object]"
